input,output,hamming_distance
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101010101010101010101010101010101010101010101010101010101010101010101010101010111010101010101010101010101010101010101010101010101010101010101010101110101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,2
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0111010101000101010101010101010101010101011101011101010101010101010101010101110101010101000101010001010101010101010101010101010101010101010101010101010101010101010101010100000101010101010101010101010101010101010101010101010101010100010101010101000101010101,11
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101010101010101010101010101010101010101010101010111010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010001010101010101010101010101010101010101010101010101010101110101010101110101010101,4
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101010101010101010101110101010101010101010111011101010101010100010101010101010101010101010101010101010101010101010101010101011101010101010101010101010101010101010101010101010101010101010001010101010101010101010101010101010111010101010101010101010101010101,7
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101110101010101010101010101010101010101010101010101010100010101010101010101010101010101010101010101010101010101000101010101010111010101011101010101010101010101010101010101011101010101000101010101010101010100010101010101010101010101010101010101010101010101,8
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101010101010101010100010101010101110101010101110101011101010101010001010101010101010101010101010101010001010101010001010101010101010100010101010101010101010011010111010101010101010101010101010101010101010101010101000101010101010101010101010101010101000101,13
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101010101010101010101010101010101010101010101011101010101010111010111010101010101010101010101010101010101010101010101010101010101011001010001010101010101010101010101010101011101010101010111010101010101010101010101010100010101010101010101010101010101010101,9
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101010101010101010101010101010101010101010101010101010101110101000101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101011101011101011101010101010101010101010101010101010101010101010101010100010101010101010101,6
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101010101010101010101010101010101010101010101010101010101010101010101010101110101010101010101010101010101010101011101010101000101010101110101010101010101010101010111000101110101010101010101010101000101011101010101010101010101010101010101010101010101010101,9
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101010101010101010101011101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010111010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010001010101010101010101010101010101,3
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101000101010101010101010101010101010101010111010101010101010011000101010101011101010101010101010101110101010101010101010101000101010101000101000101010101010101010101010101010101010101010101010101010101010101010101010101010111010111010101010101010101010101,12
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101010101010101010101010101000100010101010101010101010101010101010101010101011101010101010101010101010101010101010101000001010101010101010101010101010101010101010101010111010101000101010101010101010101010001010101010101010101010001010101010101010101010101,9
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101010101010101010101010101010101111101010101010101010101010101011101010101010101010101010101010101010111010101000101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010100010101010101010101010101010101010001010101010101,7
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101010101010101010101010101010100010101010101010101010101010101010101010101010101010101010101010101010101010101110101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,2
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101010101010101010101010101010101010101010101110101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101011101010101,2
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101010101010101010111010101010101010101010101010101010101010101010101010101010100010101010100010101110101010101010101010101010101010101010100010101010101010101110101010101010101010101010101010101000101010101010101010101010100010100010101010101010101010101,9
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0001010101010100010101010101010111000101010101010101010101010101010101110101010101010101010101010101010101010101010101010001010101010101010101010101010001010101010100010101010101010101010101010101010101010101010101010101010101010001010101010101010101010101,9
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101010101010101010101010101010101010101010101010101010101010101110101010101010101010101011101010101010100010101010101010101010101010101010111010101010101010101010101010101010101010101010101010101010101010101010101010101011001010101010100010101010101011101,8
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0100010101010101010101010101010101010111010101010101010101010101011101010101010101010101010101010101010101010001010101011101010101010101010101010101010101000101010101010101010101010101010101010101010100010101010101010101010101010101010101010101010101010101,7
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101000100010101010101010101010101010101010111010101010111010101010101010101010101010101010101010101010101010101010111010101010101010101010101011101010101010101010101011101010101010101010101010101010100010101010101010101010101010101000101010101010101010101,9
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101010101010101010101010101010101010101010100010001010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010111010101010101010101010101010101010101010101010101010101110101010101010101010101010101010101,4
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101010101010101011101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101011101010101010101110101010101010101000101010101010101010101000101010100010101010001010101010101010101010101010001010101010101010101,8
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101010101010101010101010101010101010101010101010000010101010101010101010101010101010101010101010101010101010101010101110100010101010101011101010001010101111001010101010101010101010101010101010101010101010101010101010101010101011101010101010101010101010101,10
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0111010101010101010101010101010101010101010101000101010101010100010101010101010101010101010101010101010101010101010101010101010101010101010101010101000101010101010101010101010101010101010101010101010101010101011101010110010101010101010101010101010101010101,7
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101010101010101010101010101010101010101010101010101010100001011010101010101010101000001010101000000011101010101110101010101010101010101010101010101010101010111010101010100010101010101010101010101010101011101010101010101010101010100010101010101010101010101,16
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101010101010101000101010111010101010101010101011101010100010101010101000101010101010101010101010101011101010001010101010101000101010101010101010100010101010101010101010101010101010101010001010101010101110101010101010101110101010101010101010101010101010101,12
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101110101010101010101010101010101010001010101010101010101010101010101010100010101010101010101010101010101010101010101110101010101010100010101010101010101010101010101010101,5
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101010101010100010101010101110101010101010101010101010101010101010101110101010101010101010101000101010101010101010101110101010101010100010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,6
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101010101010101010101010101010101010101010101010111010101010101010101010101010101010000010101010101010101010101010001010101010101010101010101010101010101010101010101010101010101010101010101010111010101010101010101010101010101010101000101000101010100010101,8
0101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,0101010101010101010101010101010101010101010101011101010101010101010101010101010101011001010101011101010101010111010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010100010101010101010101010101000101010101010101,7
