input,output,hamming_distance
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010101010101010101010101010101010101010101010101010101010101010101010101010101000101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010111011101011101010101010101010101010101010001010101010101110101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101110101010101010101010101010101010101010101010101110101010111010101,9
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010101010101010101010101010101010101110101010101010101000101010101010101010101010101010001010101010101010101010101010101010101010101010101010101010101010101010101010101010101010100010101010101010101010101010101011101011101010101010101010101110100010101010101010101010101010101010101010101010101010101010101010101110101010101110101010111010001110101110101010101010101010101010101010101010101010001010101011101010101010101000101010101000101010101010101010101010101010101010101010101010101010101010101000101010101,19
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010101010101010101010101010101010101010101010101010101010101010101000101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010111010101010101010100010101010101010001010101010101010101010101010101010100010101010100010101010101111101010101010101010101110101010001010101010101011101010101010101010101010101010100010101010101010101010101110101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,13
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010101010101110101010101010101010101010101010101010101010101010101110101010101110101010101010101011111010101010101010101010101000101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101000101010101010101010101010101010101010101010101011101010101010101010101010101010101010101010101110101110101010101000101010101000101010101010101010101010101011101010101010101010101010101010101010101010101010101010101010001010101010101010100010101010101010101010111010101010101,16
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010101010111010101010101010101010101010101010101010101010101010101011101010101010101010111010101110101010101010101010101010101010001010101010101010101010101010101010101010101010001010101010101010101010101010101010101010101010101010101010101010101010101110101010101010101010101010101010101010101110101010101010101010101010101010101010101010101110101010101010101011101010101010101010101010101010101010101010101110101010101010001010101010101010101000101010100010101010101010101010101010101010101010001010101010101,15
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010101010101010101010101010101010101010101010100010101010101010101010101010101010101010101010101010101010101010101011101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010001001101011101010101010101010100010101000101010101010101010101010101010101010101010101010101010101010101010001010101000101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,10
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,00010101010101010101010101010101010101010101010101010111010101010101010101010101010101010101110101010101010111010101010101010101010111010101110111010101010000010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010111010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101110101010101010101010101010100010101010101010101010101010101010101010100010101010101010101010101010101010101010101010101010101010101,13
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010100010101010101010100010101010101010101010101010101010101010101010101010101010101010101010100010101010101010101010101010101010101010101010101010101010101010101010101010101010101010100010101010101010101010101010101010101010100010101010101110101010101010101010101010101010101010100000101010101010101010101010101010101010101010101010101010101010101010111010101010101010101010101000101010101010101010101110101010101010101010101010101011101010101010101010101010101010101010101010101010101010111010101110101010101,14
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010101010001010101010101010101010101010101010001010101010101010101010101010101010101010101010101000101010101010101010101010101010101010101010101010100010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010100010101010101010101010101010101010101010101011101010101010101010101010101011101010101010101000101010101010101110111010101010101010100010101010101010101010101010100010101010101010101010101010101010100010101010101010101010101010101010101010101010101,13
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010101010101010101010101010101010101010101010101010101010101010101010100010101010101010101010101010101010101010101110101010101010101010101010101010101010111010101010101010101010101010101010101010101010101010101010101010111000101010101010101011101010101010101010101010101010101010101000101010101010101010101010101010100010101010101010111010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101110101010101010101010101010111010111010101010101010101,12
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010100010101010101010101000101010101010101010101010101010100010101010111010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101011101011101010101010111010101010101010101110101010101110101010101010001010101010101010100010101010101010101000101010101010101010101010100010101010101010101010101110101010101010101010101010101010101010101010101010101010101010001,15
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010101010101010101010101010101010101010101010101000101010101010101010101010101010101010101010101010101010001010101010101010101010101010101010101010101011101010101010101110101010101010101010101010101010101010101010101010101010101010101110101010101010101011101010101010101010101010101010101010101010101010101010101010101010101000101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101000101010101010101010101010111010101010101010101,9
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,00010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101100101010101010101010101000001010101010101010101110101010111010101010101010101010101011101010101010101010101010101010101010101010111010101010101010101010101010101011101010101010101110101010101010001010101010101010100010101001101010101010101010101010101010111010101010101010101010101010101010101010101010100010101010101010101010101010101010101010100010101010001010101010101010101010100,20
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010101010101010111010101010101010101010101010101000101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010001010101010101010101010101010111010101010101010101010101010101010101010001010101010101010101010101110101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010001010101010101010101010101010101010101010101000101010101010101010101010101011101010101010101010101010101010101010101010101010101010111010101010101000101010101,11
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010101010101010101010101010101010101010101010101010101010101010101000101010101010101010101010100010101010001010101010100010111010101010101010101000101010101010101000101010101010101010101010101010101011101010101010101010101010101010101010101010101010101010101010101010101010100010101010101010101010101010101010001010101010101010101010101010001010101000101010101010101010101010101010101010101010101010101110101010111010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,14
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010101010101010101010101010101010101010101010101010101110101010101010101010101010101010101010101010101010101010101010101010101010101010101000101010101110101010101010101010101010101000111010101010101010101010101010101010101010101010101010101010101011101010101010101010101010101010101010101010101010101010101010100010101010101010101010101010101010001010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101000101010100,10
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,00010101010101010101110101010101010101010101010100010101010100010101110101010101010101010101010101010101010101010101010101010101010101110101010101010111010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101110101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101110101010101010101010101010101110101010101010101010100010101010101010101010101010101010101,11
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010101010101010101010101010101110101010101010101010101010101010101010101010101011101010101010101010101010101000001010101000101010101010001010101010101010101010101010101010101010101010101011101010101010101011101010101010101010100010101010101010001010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101110101010101010001010101010101010101010101010101010101010101010101010111010101010101010101010101010101010101010101010101010101010100010101010101011101010101010101,15
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010101010101010101010101010101010101010101010111010101010101010100010101010101010001010101010101010101010101010101010101010101010101011101010101010101010101010101000101010101010101010101010101010101010101010111010101010101010101010101010101010100010111010001010101010101011111000101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101011101000101010101010101010101010101010101010101010101010101010101010001010101010101010101010101010101010101010101011101010101,16
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010101000101010101010101010101011101000101010101010101010101110101010101010101110101010101010101010101010101000101010101010101010101010101010101010101000101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101011101010100010101010101010101010101010101010101010101010101010101010101010101011101010101010101010101010101010001010101000101010101010101010101010101010101010101010101010101010101010101010101010101010111010101010101010101110100010101010101010101010101010101,15
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010100010101010101010101010101010001010101010101110101010101010101010101010101010101000101010101010101011101010101010101010101010101010101010101010101010101010101010101010101010101010001010101010101010101010101010101010101010111010101010101010001010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010100000101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010111010101010101,11
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01011101010101010101010101010101010101010101010101010101010001010101010101010101010101010001010101010100010101110101010101010101010101010101010101010111010101010101010101010101010101010101010101010101010101010101010111010001010101011101010101010111010101010001010101011101000101010101010101010101010101010101010101010101010101010101010100010101010101010101010101010101010101010101010101010101010101010101011101010101010101010101010101010101010101010101010101111101010101010101010101010101010101011101010101010101,18
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010101010101010101010101010101010101010101010101010101010101010101010101001001010101010101010101010101010101010101010101010001010101010101000101010101010101011101010101010111010101010101010101010101010101010101010101010101010101010101000101000101010101010101010101010101010101010101010001010101010101010101010101010101000101010101010101010101010101010101010101010101010101010101010101010101010101010101010101011101010101010101010101010101010101010101010101010101010101010101000101010101010100010101010101110101,15
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010101010101010101010101010101010111010101010100010101010101110101010101010101010101010101010101010101010101010101010101110101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101000101010101010101011101010101010101011101010101010101010101110101010100010101010101010100010001010101010101010101010101010101010101010001010101010101010101010101010101010101000101010101000101010101010101010101010101010101011101000101010100010101010101010101010101010101010101010101,17
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01011101010101010101010101010101010101010101010101010101010101000101010101010101010101010101010100010101010101010101010101010101010101010100010101010100010101010101010001010101010101010101010101010101010111010101010101000101010101010100010101010101000101010001010101010101010101010101010111110111010101011101010101010101010111010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101011101010101010111010101010101010101010101010101010100,19
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010101010101010101010100010101010101010101010101010101010101010101110101000101010101010101010001010101010101010101010001010101010101010101110101010101010101010101010111010101010001010101010101010101010101010101010101010101110101010101010101010101010001010101010101010111010101011101000101011111010101010101010101010101010101010101010101010101010101010101010101010101010101010001010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010100010101010101011111010101,19
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010101010101010101010101010101010101110100110100010101011111010101010101010101010101010101010101010101010101110101010101010101010101000101010101010101011101010101010101010101010101010101010101010001010101010101010101010101010101010101010101010001010101010101010101010101010101010101010111010111010101010001010101010101010101010101010101010101010101010101110101010101010101010101011101010101010101010101010101010101010101011101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,17
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010101010101010101010101010101010101010101010101010101010101010101010101010101011101010101010101010101010101010101010101010101010101010101010001110101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010001010101010100010101010101110001010101010101110101010101010101010101010101010101011101010101010101000101010101010101010101010101010101010101010101010101010101010101,10
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010101010101010101010101010101010101010101010101010101010101010111010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010111011101010101010101010101010101010101010101010101010101010101010101010101010101010101010001010101010101010101010101010101010101010101010101010101010101010101010101010101010101011101010101010101000101010101010101010101010101010101011100010101010101010101010101010101010101110101010101010001010101010101010101010101010101010101,10
01010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101,01010101010101010101010101010101010101010101010101010100010101010111010101010101010101010101010111010101010101010101010101010101010101010101010111010101010101010101010101010100010101010101110101010101010101011100010101010101010101010101010101010101010101010101010101010101110101010101010101010101010001011101010101010101010101010001010101010101010101010101010101010101010101010101010101010101010100010101000101010101001101010101010101010101010101010101010101010101010101010101010101010101010101010101011101000101,18
